text,sentiment
The watch broke after one use. Not worth it.,negative
It's an average laptop. Just fine.,neutral
This headphone is fantastic and exceeded my expectations.,positive
I'm really happy with this camera.,positive
"No complaints about the printer, it's decent.",neutral
"No complaints about the phone, it's decent.",neutral
This printer is fantastic and exceeded my expectations.,positive
The phone broke after one use. Not worth it.,negative
The laptop is neither good nor bad.,neutral
"This camera is okay, nothing special.",neutral
I absolutely love this microwave!,positive
The phone is neither good nor bad.,neutral
"No complaints about the laptop, it's decent.",neutral
It's an average mouse. Just fine.,neutral
The microwave broke after one use. Not worth it.,negative
This camera is fantastic and exceeded my expectations.,positive
The printer worked perfectly and made my day!,positive
I'm really happy with this microwave.,positive
It's an average tablet. Just fine.,neutral
The tablet did its job as expected.,neutral
Awful phone. Would not recommend.,negative
"This keyboard is okay, nothing special.",neutral
Awful tablet. Would not recommend.,negative
I hate this camera. Very disappointing.,negative
Extremely dissatisfied with this phone.,negative
It's an average headphone. Just fine.,neutral
This watch is fantastic and exceeded my expectations.,positive
The camera is neither good nor bad.,neutral
Extremely dissatisfied with this watch.,negative
Extremely dissatisfied with this watch.,negative
The watch worked perfectly and made my day!,positive
This printer is fantastic and exceeded my expectations.,positive
The phone broke after one use. Not worth it.,negative
What an amazing tablet. Highly recommend!,positive
Extremely dissatisfied with this camera.,negative
This laptop is terrible and a waste of money.,negative
I'm really happy with this camera.,positive
I absolutely love this mouse!,positive
I hate this mouse. Very disappointing.,negative
This watch is fantastic and exceeded my expectations.,positive
It's an average laptop. Just fine.,neutral
I'm really happy with this microwave.,positive
This tablet is terrible and a waste of money.,negative
Awful phone. Would not recommend.,negative
I absolutely love this watch!,positive
The keyboard worked perfectly and made my day!,positive
I'm really happy with this camera.,positive
I'm really happy with this microwave.,positive
The microwave is neither good nor bad.,neutral
This camera is terrible and a waste of money.,negative
This headphone is fantastic and exceeded my expectations.,positive
I'm really happy with this keyboard.,positive
The tablet did its job as expected.,neutral
The printer did its job as expected.,neutral
The microwave worked perfectly and made my day!,positive
I'm really happy with this tablet.,positive
The printer is neither good nor bad.,neutral
This keyboard is fantastic and exceeded my expectations.,positive
This keyboard is terrible and a waste of money.,negative
This keyboard is fantastic and exceeded my expectations.,positive
I'm really happy with this mouse.,positive
The phone broke after one use. Not worth it.,negative
This keyboard is fantastic and exceeded my expectations.,positive
The phone broke after one use. Not worth it.,negative
What an amazing printer. Highly recommend!,positive
The printer is neither good nor bad.,neutral
The phone did its job as expected.,neutral
The headphone is neither good nor bad.,neutral
Awful tablet. Would not recommend.,negative
The tablet broke after one use. Not worth it.,negative
"This phone is okay, nothing special.",neutral
It's an average headphone. Just fine.,neutral
What an amazing camera. Highly recommend!,positive
"No complaints about the keyboard, it's decent.",neutral
The phone is neither good nor bad.,neutral
The microwave is neither good nor bad.,neutral
The phone broke after one use. Not worth it.,negative
It's an average mouse. Just fine.,neutral
What an amazing phone. Highly recommend!,positive
The phone worked perfectly and made my day!,positive
Extremely dissatisfied with this printer.,negative
This laptop is fantastic and exceeded my expectations.,positive
This phone is terrible and a waste of money.,negative
It's an average printer. Just fine.,neutral
What an amazing watch. Highly recommend!,positive
The printer worked perfectly and made my day!,positive
The keyboard is neither good nor bad.,neutral
I hate this microwave. Very disappointing.,negative
The mouse did its job as expected.,neutral
I absolutely love this headphone!,positive
What an amazing mouse. Highly recommend!,positive
"No complaints about the watch, it's decent.",neutral
Awful printer. Would not recommend.,negative
The tablet is neither good nor bad.,neutral
I'm really happy with this printer.,positive
It's an average tablet. Just fine.,neutral
This mouse is fantastic and exceeded my expectations.,positive
I absolutely love this headphone!,positive
The keyboard broke after one use. Not worth it.,negative
This laptop is terrible and a waste of money.,negative
The watch did its job as expected.,neutral
Extremely dissatisfied with this keyboard.,negative
Extremely dissatisfied with this phone.,negative
The printer broke after one use. Not worth it.,negative
This headphone is terrible and a waste of money.,negative
I hate this camera. Very disappointing.,negative
The headphone did its job as expected.,neutral
Awful watch. Would not recommend.,negative
"No complaints about the camera, it's decent.",neutral
The mouse did its job as expected.,neutral
This phone is terrible and a waste of money.,negative
What an amazing phone. Highly recommend!,positive
I absolutely love this laptop!,positive
"No complaints about the tablet, it's decent.",neutral
The microwave worked perfectly and made my day!,positive
I absolutely love this printer!,positive
I'm really happy with this camera.,positive
This laptop is fantastic and exceeded my expectations.,positive
"This phone is okay, nothing special.",neutral
The keyboard broke after one use. Not worth it.,negative
I hate this phone. Very disappointing.,negative
The phone is neither good nor bad.,neutral
The microwave worked perfectly and made my day!,positive
The tablet broke after one use. Not worth it.,negative
It's an average laptop. Just fine.,neutral
The printer broke after one use. Not worth it.,negative
The keyboard worked perfectly and made my day!,positive
The phone broke after one use. Not worth it.,negative
The phone is neither good nor bad.,neutral
This mouse is terrible and a waste of money.,negative
What an amazing tablet. Highly recommend!,positive
It's an average laptop. Just fine.,neutral
I hate this tablet. Very disappointing.,negative
The phone worked perfectly and made my day!,positive
"No complaints about the phone, it's decent.",neutral
It's an average camera. Just fine.,neutral
The tablet worked perfectly and made my day!,positive
I absolutely love this keyboard!,positive
